z,n,a,qBminus2n,B2,E2plus,Sn,q2Bminus,qEC,halflife,S2n,Sp,dqA,q2EC,qBminusn,qBminus,S2p,qECp,qBplus,qA
86,115,201,-27021.43712,,,8178.2764,-16044.2295,6682.0288,7,18690.2023,2408.4901,312.8000000000002,12413.7535,-18312.3092,-7695.9856,3446.526,5545.2997,5660.031,6860.7498
86,116,202,-28550.77512,,504.0,10238.4659,-15349.4604,4320.5458,9.75,18416.7424,2774.0901,320.72800000000007,11667.0086,-17934.4515,-9376.0984,3910.8193,2957.6345,3298.548,6773.8018
86,117,203,-25915.25412,,,7980.8023,-14785.3755,5978.5623,44,18219.2682,2877.9094,321.62429999999995,11126.7739,-17356.9007,-7060.4572,4240.8208,4468.5533,4956.5645,6629.8682
86,118,204,-27214.28912,,542.9,9857.3888,-14031.2128,3905.136,74,17838.1911,3096.4795,363.2406500000002,10370.9299,-16917.846,-8577.4239,4606.4885,2051.7321,2883.1382,6546.652
86,119,205,-24728.81212,,,7810.9668,-13513.6172,5274.7547,170,17668.3556,3123.4838,378.3013000000001,9811.634,-16388.3907,-6399.9479,4976.8877,3342.3101,4252.7569,6386.486
86,120,206,-25882.86212,,575.3,9494.472,-12698.5313,3306.4697,377.4,17305.4388,3437.3703,383.55290000000014,9055.7501,-15894.4199,-7886.0592,5369.8149,1099.509,2284.4719,6383.7351
86,121,207,-23467.56212,,,7573.1416,-12148.7296,4592.74,555,17067.6136,3484.3248,395.2673,8510.9586,-15459.2008,-5785.7211,5691.2855,2264.9555,3570.7422,6251.1611
86,122,208,-24551.16612,,635.8,9091.9656,-11383.3229,2814.5118,1456.8000000000002,16665.1072,3716.8786,385.4851999999996,7813.8179,-14877.6867,-6990.4614,6044.6632,201.34,1792.514,6260.7403
86,123,209,-22234.66412,,,7356.9781,-10799.2896,3942.7237,1722,16448.9438,3760.1193,353.12885000000006,7424.9654,-14347.4395,-5158.9051,6373.2911,1239.1868,2920.7259,6155.4331
86,124,210,-23082.47212,,643.9,8735.0327,-10047.6025,2367.3352,8712,16092.0108,4009.962,556.8000999999999,6348.2957,-13893.9378,-6261.2558,6713.499,-527.7204,1345.3374,6158.9884
86,125,211,-21115.82212,,,7221.8838,-9587.1996,2891.8615,52920,15956.9165,4072.2015,1448.4769,3677.1627,-13483.1396,-4615.0152,6967.2571,-91.2411,1869.8637,5965.4548
86,126,212,-21458.34712,,1273.7,7975.2076,-8460.4566,-31.0705,1434,15197.0914,4300.9992,1570.3487999999998,1710.1891,-12590.2228,-5143.221,7284.1017,-3515.698,-1053.0683,6385.072
86,127,213,-17698.271119999998,,,5108.0476,-6041.5061,883.5727,0.019379999999999998,13083.2553,4356.7711,457.7093500000001,957.5699,-10251.2686,-2141.7493,7841.3986,-2615.5115,-138.42509999999993,8245.15
86,128,214,-16946.30212,,694.7,6695.0333,-4412.4045,-940.5125,2.5900000000000003e-7,11803.0809,5029.1135,-334.0876499999995,150.3083,-8836.7826,-3361.3369,8528.1978,-4955.1164,-1962.5103,9208.4798
86,129,215,-13757.42712,,,4920.644,-3700.9847,87.5935,0.0000022999999999999996,11615.6773,5078.8095,-350.3298499999996,-627.2194,-8281.9809,-1487.1274,9093.4134,-3987.9888,-934.4043,8838.5865
86,130,216,-14930.99712,,461.4,6649.0156,-3038.1538,-2003.3657,0.000029,11569.6596,5779.0752,-301.97099999999955,-1529.0234,-8136.1431,-2717.7096,9854.6574,-6493.888,-3025.3635,8197.8049
86,131,217,-12802.20712,,,4666.0643,-2230.9696,-736.032,0.00059,11315.08,5887.083,-503.38715,-2224.8863,-7383.7739,-656.0967,10377.6054,-5412.7407,-1758.0298,7887.1691
86,132,218,-13896.24512,,324.32,6512.4708,-1428.1429,-2882.8048,0.03375,11178.5351,6466.1558,-292.2971000000002,-3139.2382,-7168.5675,-1842.0267,11142.8645,-7955.01,-3904.8026,7262.4699
86,133,219,-11627.96212,,,4459.3941,-564.5153,-1566.6838,3.96,10971.8649,6559.8519,-483.60025,-3852.0233,-6301.4208,212.3984,11632.0572,-6816.2853,-2588.6816,6946.1921
86,134,220,-12590.08212,0.126860699773681,240.986,6288.662,339.9023,-3763.755,55.6,10748.0561,7072.9988,-307.9092999999998,-4651.4689,-6076.2636,-870.3384,12322.6003,-9358.3383,-4785.7528,6404.7417
86,135,221,-10288.22112,,,4211.9573,1507.4773,-2311.375,1542,10500.6193,7193.3653,-533.1062499999998,-5302.4026,-5082.2957,1194.1032,12787.9486,-8081.0792,-3333.3728,6162.9859
86,136,222,-11253.01112,0.1415576529593677,186.211,6170.7153,2051.7519,-4581.0714,330174.14400000003,10382.6727,7699.7433,-359.8433,-6114.3107,-4976.6121,-6.1461,13469.4475,-10690.7709,-5603.0692,5590.3894
86,137,223,-9030.149119999998,,,4053.5366,3156.4935,-3038.2698,1458,10224.252,7852.261,-460.3261499999999,-6689.0,-4059.6828,2007.4091,13961.9605,-9385.5003,-4060.2676,5283.4618
86,138,224,-10075.641119999997,,135.6,6015.9581,3619.2659,-5265.9197,6840,10069.4947,8271.8808,-343.27014999999983,-7465.0,-4008.549,696.484,14619.1114,-11922.0,-6287.9175000000005,4756.7202
86,139,225,-7990.822120000001,,,3982.2733,4541.0996,-3765.0,279.6,9998.2314,8465.846,-366.28335000000015,-8046.0,-3285.7893,2713.5412,15122.0,-10665.0,-4786.9978,4335.4705
86,140,226,-9144.05612,,,5858.2675,5079.618,-5913.0,444,9840.5409,8841.0,-245.90690000000015,-8801.0,-3144.7263,1226.6542,15741.0,-13122.0,-6934.9978,3836.0102
86,141,227,-7077.403119999999,,,3932.6771,5708.3708,-4544.0,20.8,9790.9447,9063.0,-238.13114999999996,-9395.0,-2706.023,3203.3894,16272.0,-11952.0,-5565.9978,3382.0
86,142,228,-8419.70912,,,5713.6863,6303.2721,-6637.0,65,9646.3634,9476.0,-39.713449999999966,,-2510.2969,1859.2451,16883.0,-14326.0,-7658.9978,2908.0
86,143,229,-6462.6811199999975,,,3952.3845,6800.4372,-5527.0,12,9666.0708,9807.0,94.37300000000003,,-2093.1393,3694.1465,17496.0,,-6548.9978,2358.0
86,144,230,-7356.857119999997,,,5264.0,7653.0,,,9216.0,10009.0,70.0,,-1570.0,2683.0,,,,2196.0
86,145,231,-5260.889119999996,,,3691.0,8333.0,,,8955.0,,155.5,,-1009.0,4469.0,,,,1844.0
87,110,197,,,,,,8743.5996,0.0006,,-989.8278,,16609.2227,,,853.6751,6878.1717,7721.601799999999,7896.3752
87,111,198,,,,8747.5878,,10808.0177,0.015,,-778.3588,,16286.4448,,,1087.0691,8643.9819,9786.0199,7869.272
87,112,199,,,,10877.6278,,8331.2349,0.0045000000000000005,19625.2156,-712.7369,,15594.7657,,,1451.2988,6191.164,7309.237099999999,7816.7717
87,113,200,,,,8709.1281,,10134.0327,0.05,19586.7559,-404.4538,,15121.4721,,,1735.6171,7667.9846,9112.0349,7621.8374
87,114,201,,,,10616.3236,,7695.9856,0.063,19325.4517,-300.0562,287.1439999999998,14378.0144,,-8348.2439,2165.9919,5287.4955,6673.9878,7518.9119
87,115,202,,,,8558.3531,,9376.0984,0.364,19174.6767,80.0205,286.4656500000001,13696.6442,-16906.597,-5973.362,2488.5106,6602.0083,8354.100600000002,7385.3686
87,116,203,-27203.04112,,,10296.4435,,7060.4572,0.55,18854.7966,137.9981,285.0130000000004,13039.0196,-16269.8055,-7724.9182,2912.0882,4182.5478,6038.4594,7274.8739
87,117,204,-24610.22812,,,8340.4221,,8577.4239,1.8,18636.8656,497.6179,279.172,12482.5599,-16065.3404,-5453.7889,3375.5273,5480.9444,7555.4261,7170.2862
87,118,205,-26053.78312,,,9988.4428,-15416.505,6399.9479,3.9,18328.8649,628.6719,337.53894999999966,11674.7026,-15442.2317,-7113.6693,3725.1514,3276.4641,5377.9501,7054.7093
87,119,206,-23450.59212,,,8008.3607,-14731.6126,7886.0592,16,17996.8035,826.0658,331.3451999999997,11192.529,-15122.03,-4812.4721,3949.5496,4448.6889,6864.0614,6923.3316
87,120,207,-24795.51012,,,9673.4797,-13995.2488,5785.7211,14.8,17681.8404,1005.0735,339.4595000000004,10378.4611,-14485.9517,-6363.0084,4442.4437,2301.3963,4763.7233,6888.6707
87,121,208,-22373.17712,,,7887.2253,-13425.7823,6990.4614,58.6,17560.705,1319.1572,377.1019999999999,9804.9733,-14250.2338,-4392.8615,4803.482,3273.5828,5968.4636,6785.4078
87,122,209,-23438.76812,,,9188.5344,-12627.0309,5158.9051,50.5,17075.7598,1415.726,360.39945000000034,9101.6288,-13581.3959,-5640.3845,5132.6046,1398.7858,4136.9073,6777.4589
87,123,210,-21214.07812,,,7632.682,-12107.587,6261.2558,190.8,16821.2165,1691.4299,340.4500499999999,8628.591,-13273.0665,-3786.3467,5451.5492,2251.2938,5239.258,6670.9639
87,124,211,-22141.19012,,,8868.1244,-11283.7995,4615.0152,186,16500.8064,1824.5216,541.8487,7506.8767,-12654.4711,-4972.1844,5834.4836,542.8137,3593.0174,6662.2514
87,125,212,-20101.47312,,,7447.0018,-10815.5981,5143.221,1218,16315.1262,2049.6396,1355.91585,5112.1506,-12419.1862,-3317.2355,6121.8411,842.2219,4121.223199999999,6528.987
87,126,213,-20528.70512,,,8109.5193,-9695.2289,2141.7493,34.17,15556.5211,2183.9513,1463.4735,3025.3221,-11426.7548,-3899.7568,6484.9504,-2215.0218,1119.7515,6904.6577
87,127,214,-16902.200119999998,,,5475.4457,-7391.5988,3361.3369,0.0055,13584.965,2551.3493,397.6999999999998,2420.8244,-9375.2025,-1051.0675,6908.1204,-1667.7766,2339.3391,8588.8563
87,128,215,-16170.05612,,,6794.8535,-5712.4127,1487.1274,8.9e-8,12270.2992,2651.1696,-356.95640000000003,1574.7209,-7845.921,-2213.8573,7680.2831,-3591.6821,465.1296000000001,9540.4127
87,129,216,-13264.35412,,,5418.4334,-5178.7143,2717.7096,7e-7,12213.2869,3148.959,-413.2188999999999,714.3439,-7632.2907,-320.4441,8227.7686,-3061.3656,1695.7118,9174.255
87,130,217,-14359.96812,,,6727.6772,-4387.6582,656.0967,0.000022,12146.1107,3227.6206,-338.89949999999953,-79.9353,-7048.1214,-1574.8729,9006.6958,-5230.9863,-365.90109999999993,8469.2686
87,131,218,-12374.66212,,,5326.5408,-3791.4049,1842.0267,0.0011,12054.2181,3888.0971,-438.1172499999998,-1040.7782,-6901.4137,413.8838,9775.1801,-4624.1291,820.0288999999999,8013.6758
87,132,219,-13415.23312,,,6513.8192,-2952.6143,-212.3984,0.022,11840.36,3889.4455,-332.7033000000001,-1779.0822,-6099.9355,-776.9137,10355.6013,-6772.2504,-1234.3962,7448.6065
87,133,220,-11305.860119999998,,,5205.9252,-2261.4233,870.3384,27.4,11719.7444,4635.9766,-236.91899999999987,-2893.4166,-5982.8389,1210.2406,11195.8286,-6202.6604,-151.6594,6800.7379
87,134,221,-12259.238119999998,,,6276.3989,-1253.7974,-1194.1032,288.06,11482.3241,4623.7135,-261.2995000000001,-3505.4782,-5066.1583,313.3741,11696.7123,-8387.4685,-2216.101,6457.737
87,135,222,-10036.62412,,,4970.466,-243.6942,6.1461,852,11246.8649,5382.2222,-173.39350000000013,-4574.9252,-4657.0919,2057.898,12575.5875,-7693.5972,-1015.8517,5852.9689
87,136,223,-10724.184119999998,,,6067.0918,557.2745,-2007.4091,1319.3999999999999,11037.5578,5278.5987,-259.5612500000002,-5045.6788,-4009.1938,1149.0844,12978.342,-9859.6701,-3029.4069,5561.3922
87,137,224,-8714.227119999998,,,4705.033,1514.4667,-696.484,199.8,10772.1248,5930.0951,-113.41314999999986,-5962.4037,-3555.9486,2922.7819,13782.3561,-8968.3648,-1718.4818,4947.95
87,138,225,-9555.27912,,,5999.3305,2183.297,-2713.5412,240,10704.3635,5913.4675,-84.26920000000018,-6479.0,-3076.5486,1827.5584,14185.3484,-11179.3872,-3735.539,4612.9568
87,139,226,-7447.929119999997,,,4371.3805,3211.3386,-1226.6542,49,10370.7111,6302.5747,-124.83214999999996,-7139.0,-2543.8221,3852.9638,14768.4207,-10068.0,-2248.652,4142.5952
87,140,227,-8453.235120000001,,,5909.4124,3832.9302,-3203.3894,148.20000000000002,10280.7929,6353.7196,-87.0145,-7748.0,-2056.4486,2504.9813,15195.0,-12266.0,-4225.3872,3829.5211
87,141,228,-6425.991120000002,,,4369.542,4489.5673,-1859.2451,38,10278.9544,6790.5844,48.49935000000005,-8496.0,-1864.5606,4444.027,15854.0,-11335.0,-2881.2429,3248.2873
87,142,229,-7651.847120000002,,,5787.2858,4978.3172,-3694.1465,50.2,10156.8278,6864.184,135.43409999999994,-9221.0,-1343.2588,3106.2907,16340.0,-13501.0,-4716.1443,2944.0
87,143,230,-5596.061119999999,,,4252.8029,5648.3823,-2683.0,19.1,10040.0888,7164.6024,263.75505,,-1146.5122,4970.4627,16971.0,-12692.0,-3704.9978,2402.0
87,144,231,-6624.024120000002,,,5477.5117,6317.7219,-4469.0,17.6,9730.3146,7378.0,313.3347000000001,,-507.049,3864.0868,17387.0,,-5490.9978,2225.0
87,145,232,-4586.1081199999935,,,4079.0586,6918.4113,,5.5,9556.5703,7766.0,477.6237000000001,,-214.9718,5575.8791,,,,1768.0
87,146,233,-5439.072119999993,,,5224.1,7612.015,,0.9,9303.1586,,534.5,,351.779,4585.9906,,,,1606.0
88,113,201,,,,,,8348.2439,0.008,,1485.7327,,16044.2295,,,1081.2789,8648.3,7326.246099999999,8001.5326
88,114,202,,,,10933.2349,,5973.362,0.0038,,1802.6441,,15349.4604,,,1502.5879,5893.3415,4951.3642,7880.3036
88,115,203,,,,8544.8873,,7724.9182,0.031,19478.1222,1789.1782,,14785.3755,,,1869.1988,7586.9202,6702.9204,7736.2613
88,116,204,,,,10611.5514,,5453.7889,0.058,19156.4387,2104.2862,282.69614999999976,14031.2128,,,2242.2843,4956.171,4431.7911,7636.6358
88,117,205,,,,8328.5624,,7113.6693,0.215,18940.1138,2092.4265,339.8251,13513.6172,,-8302.8357,2590.0444,6484.9974,6091.6715,7486.3498
88,118,206,,,474.3,10309.5579,,4812.4721,0.24,18638.1203,2413.5416,326.86704999999984,12698.5313,-18612.3937,-9919.1406,3042.2135,3986.4063,3790.4743,7415.2578
88,119,207,-26735.33712,,,8122.9433,,6363.0084,1.4,18432.5012,2528.1242,332.1878000000001,12148.7296,-18042.0838,-7632.2404,3354.19,5357.935,5341.0106,7273.1168
88,120,208,-27899.456120000003,,520.2,9857.3723,-14960.1076,4392.8615,1.11,17980.3156,2712.0168,342.4516999999996,11383.3229,-17489.6127,-9032.9208,3717.0903,3073.7043,3370.8637,7273.1333
88,121,209,-25430.62412,,,7941.0114,-14537.0,5640.3845,4.8,17798.3837,2765.803,346.93139999999994,10799.2896,-16973.9322,-6986.6464,4084.9602,4224.6585,4618.3867,7143.0886
88,122,210,-26460.65112,,603.7,9486.7198,-13616.6823,3786.3467,3.9,17427.7312,3063.9883,338.16815,10047.6025,-16473.3662,-8321.2403,4479.7143,2094.9168,2764.3489,7150.8409
88,123,211,-24155.65312,,,7682.2867,-13044.5263,4972.1844,13,17169.0065,3113.593,311.47604999999976,9587.1996,-16003.5271,-6311.6152,4805.0229,3147.6628,3950.1866,7041.6957
88,124,212,-25105.47812,,629.3,9101.9506,-12309.6489,3317.2355,13,16784.2374,3347.4193,520.33655,8460.4566,-15413.5658,-7498.3626,5171.9408,1267.5959,2295.2377,7031.7107
88,125,213,-22940.56412,,,7526.9981,-11774.5502,3899.7568,163.8,16628.9487,3427.4155,1286.8080499999996,6041.5061,-15025.3606,-5795.4721,5477.0551,1715.8055,2877.759,6861.6908
88,126,214,-23349.49612,,1382.3,8324.1349,-10602.1912,1051.0675,2.438,15851.133,3642.0311,1288.2509999999995,4412.4045,-14119.6071,-6340.5313,5825.9824,-1500.2818,29.069700000000125,7272.5886
88,127,215,-19751.67012,,,5632.0637,-8389.4388,2213.8573,0.00168,13956.1987,3798.6492,321.73039999999946,3700.9847,-11972.595,-3498.5554,6349.9986,-437.3123,1191.8595,8862.4086
88,128,216,-19284.44212,,688.2,7311.8466,-7007.0707,320.4441,1.72e-7,12943.9103,4315.6423,-276.3069999999998,3038.1538,-10810.402,-4858.2701,6966.8119,-2828.5149,-701.5536999999999,9525.7696
88,129,217,-16283.650119999998,,,5473.2485,-6316.2443,1574.8729,0.00000159,12785.0951,4370.4574,-267.5473499999998,2230.9696,-10331.5186,-2812.7853,7519.4164,-1652.7477,552.8751000000001,9160.5687
88,130,218,-17646.81612,0.0910177665331297,388.9,7315.2974,-5721.1905,-413.8838,0.000025909999999999998,12788.546,4958.0776,-203.8690000000001,1428.1429,-10128.0828,-4205.2887,8185.6982,-4301.9809,-1435.8816,8540.3045
88,131,219,-15451.10412,,,5323.0217,-5068.9273,776.9137,0.009000000000000001,12638.3192,4954.5585,-285.6467499999999,564.5153,-9528.3104,-2175.7005,8842.6556,-3112.5318,-245.08410000000003,8137.9268
88,132,220,-16721.390119999996,,178.47,7193.0796,-4417.4465,-1210.2406,0.018000000000000002,12516.1013,5633.8188,-147.64474999999993,-339.9023,-9368.7801,-3471.664,9523.2644,-5846.2173,-2232.2384,7593.8629
88,133,221,-14748.31212,,,5379.5324,-3976.0488,-313.3741,16,12572.612,5807.426,20.50255000000016,-1507.4773,-8851.1963,-1567.1715,10443.4026,-4937.0876,-1335.3719,6880.3948
88,134,222,-15566.186119999998,0.1913884132284159,111.137,6714.9899,-2882.8337,-2057.898,33.6,12094.5223,6246.017,-112.67374999999991,-2051.7519,-8282.1614,-2301.5922,10869.7305,-7440.1202,-3079.8958,6677.8757
88,135,223,-13440.43912,,,5158.2782,-2152.1569,-1149.0844,988001.28,11873.2681,6433.8292,83.80324999999993,-3156.4935,-7459.8704,-591.8099,11816.0514,-6427.6831,-2171.0822,5978.9916
88,136,224,-13938.60112,0.1788892082238205,84.372,6478.7305,-1169.748,-2922.7819,313744.32,11637.0088,6845.4679,-134.38599999999997,-3619.2659,-7070.5404,-1408.3152,12124.0666,-8852.877,-3944.7797,5788.9231
88,137,225,-11974.647119999998,,,4904.107,-317.1492,-1827.5584,1278720,11382.8376,7044.5419,35.392199999999775,-4541.0996,-6312.4222,355.7386,12974.637,-7741.0259,-2849.5562,5096.7734
88,138,226,-12709.20812,0.1998239940971658,67.67,6396.7859,469.9265,-3852.9638,50492160000,11300.8929,7441.9973,-50.34130000000005,-5079.618,-6041.0473,-641.6252,13355.4648,-10155.5385,-4874.9616,4870.7028
88,139,227,-10602.47712,,,4561.43,1372.7048,-2504.9813,2532,10958.2159,7632.0467,-74.68925000000036,-5708.3708,-5203.0552,1327.9489,13934.6215,-8858.7009,-3526.9791,4362.8095
88,140,228,-11511.64312,0.2164776586559391,63.823,6308.5876,2169.2947,-4444.027,181456200,10870.0176,8031.222,5.710000000000036,-6303.2721,-4980.6388,45.5402,14384.9416,-11234.6114,-5466.0248,4070.1799
88,141,229,-9430.18812,,,4449.5495,2976.4456,-3106.2907,240,10758.1371,8111.2295,70.93000000000006,-6800.4372,-4404.0093,1872.0266,14901.8139,-9970.4746,-4128.2885,3602.9038
88,142,230,-10520.98412,,57.4,6116.9749,3653.7941,-4970.4627,5580,10566.5244,8440.9186,163.77005000000008,-7653.0,-4244.9484,677.9196,15305.1026,-12135.0651,-5992.4605,3344.1964
88,143,231,-8616.084120000003,,,4371.1358,4400.6776,-3864.0868,103.9,10488.1107,8559.2515,235.3060499999999,-8333.0,-3693.2162,2453.6351,15723.8539,-11242.0,-4886.0846,2905.7377
88,144,232,-9484.067119999996,,54.5,5790.8509,5050.2453,-5575.8791,252,10161.9867,8872.5907,252.37915,,-3337.2158,1342.5322,16251.0,-13342.0,-6597.8769,2828.5731
88,145,233,-7571.427120000004,,,4234.2115,5602.4194,-4585.9906,30,10025.0624,9027.7436,324.68674999999985,,-2891.6793,3026.0244,16793.0,,-5607.9884,2546.746
88,146,234,-8366.43012,,,5474.7506,6317.6712,,30,9708.9621,9278.3941,416.5,,-2448.7262,2089.4348,,,,2336.0
88,147,235,-6320.673119999996,,,3872.0,7112.0,,,9347.0,,395.0,,-1783.0,3773.0,,,,2155.0
89,116,205,,,,,,8302.8357,0.0077,,-756.6203,,15416.505,,,1347.6659,6210.4092,7280.837899999999,8093.1999
89,117,206,,,,8693.2531,,9919.1406,0.027,,-391.9296,,14731.6126,,,1700.4969,7505.5989,8897.142800000001,7958.2999
89,118,207,,,,10409.8435,,7632.2404,0.027,19103.0966,-291.6441,318.09090000000015,13995.2488,,,2121.8975,5104.1161,6610.2426,7844.8999
89,119,208,,,,8456.6919,,9032.9208,0.093,18866.5353,42.1045,341.06115000000045,13425.7823,,-5927.1868,2570.2287,6320.904,8010.923,7728.6302
89,120,209,,,,9987.2858,,6986.6464,0.091,18443.9777,172.018,327.30220000000054,12627.0309,-15914.4727,-7550.0,2884.0349,4220.8434,5964.6486,7729.7872
89,121,210,-24066.59812,,,8152.1259,,8321.2403,0.34400000000000003,18139.4117,383.1324,342.4389500000002,12107.587,-15702.0,-5295.442,3148.9354,5257.252,7299.242499999999,7586.022
89,122,211,-25394.15112,,,9691.9119,-14908.7408,6311.6152,0.21,17844.0378,588.3246,334.27329999999984,11283.7995,-14987.3539,-6732.9111,3652.3129,3198.0221,5289.6174,7567.5897
89,123,212,-22902.55712,,,7915.2032,-14296.9229,7498.3626,0.895,17607.1151,821.2411,279.83550000000014,10815.5981,-14648.1143,-4811.2864,3934.8341,4150.9433,6476.3648,7539.6118
89,124,213,-23878.00312,,,9229.8885,-13513.1647,5795.4721,0.738,17145.0917,949.1789,495.2724999999996,9695.2289,-14041.1749,-5979.0781,4296.5982,2368.0566,4773.4743,7498.2578
89,125,214,-21820.25012,,,7779.0758,-13026.6229,6340.5313,8.2,17008.9643,1201.2566,1219.75825,7391.5988,-13758.1539,-4261.6599,4628.6722,2698.5001,5318.5335,7351.864
89,126,215,-22232.19412,,,8474.0396,-11773.987,3498.5554,0.17,16253.1154,1351.1613,1190.9043,5712.4127,-12735.6995,-4890.8833,4993.1925,-300.0938,2476.5576,7745.9488
89,127,216,-18687.83212,,,5952.1319,-9674.0622,4858.2701,0.00035999999999999997,14426.1715,1671.2295,231.4631500000005,5178.7143,-10843.0152,-2148.8006,5469.8787,542.6278,3836.2723,9240.8187
89,128,217,-18361.74912,,,7518.7333,-8352.427,2812.7853,6.900000000000001e-8,13470.8652,1878.1162,-291.9524000000001,4387.6582,-9667.5339,-3503.459,6193.7585,-1557.672,1790.7875,9831.6047
89,129,218,-15590.32812,,,5922.7941,-7798.723,4205.2887,0.00000102,13441.5274,2327.6618,-297.8281999999999,3791.4049,-9426.2531,-1515.9019,6698.1192,-752.7889,3183.2909,9384.2563
89,130,219,-16778.86312,,,7352.6098,-7013.6702,2175.7005,0.000009499999999999999,13275.404,2364.9742,-241.67734999999996,2952.6143,-8868.5117,-2893.2268,7323.0518,-2778.8579,1153.7026999999998,8826.4999
89,131,220,-14765.62812,,,5897.1161,-6534.642,3471.664,0.0264,13249.726,2939.0686,-327.0686499999997,2261.4233,-8790.3429,-945.7825,7893.6271,-2162.1549,2449.6662,8347.8172
89,132,221,-16074.36812,,,7284.0249,-5843.8885,1567.1715,0.052000000000000005,13181.141,3030.0139,-195.3969500000003,1253.7974,-8229.8074,-2408.8773,8663.8327,-4240.2545,545.1736999999999,7791.4696
89,133,222,-14210.37712,,,5980.5691,-5442.5635,2301.5922,4.9,13264.594,3631.0507,-75.27745000000004,243.6942,-8389.4465,-581.2415,9438.4767,-3944.4248,1279.5944,7137.4413
89,134,223,-15257.507119999998,,,6868.0606,-4512.5595,591.8099,127.2,12848.6297,3784.1214,-101.39999999999964,-557.2745,-7449.3021,-1560.3471,10030.1384,-5842.0193,-430.1879,6783.1999
89,135,224,-13111.52712,,,5662.2252,-3628.2033,1408.3152,10008,12530.2858,4288.0683,-31.18235000000004,-1514.4667,-7222.5723,238.5672,10721.8975,-5437.1527,386.3174,6326.8999
89,136,225,-13890.733119999995,,,6668.1608,-2719.3351,-355.7386,857001.6000000001,12330.386,4477.4986,-50.25529999999981,-2183.297,-6429.5936,-672.8878,11322.9665,-7400.2805,-1377.7364,5935.138
89,137,226,-11829.016119999997,,,5399.4221,-1724.3987,641.6252,105732,12067.5829,4972.8137,-33.37779999999975,-3211.3386,-6072.3099,1111.5517,12017.3556,-6800.3721,-380.3726,5506.1819
89,138,227,-12603.31412,,,6531.0041,-980.8557,-1327.9489,687087846,11930.4262,5107.0318,53.81870000000026,-3832.9302,-5419.4524,44.7559,12549.0292,-8959.9956,-2349.9467,5042.2697
89,139,228,-10445.631120000002,,,5026.179,-28.9448,-45.5402,22140,11557.1831,5571.7809,-47.072400000000016,-4489.5673,-4981.4231,2123.7545,13203.8276,-8076.7622,-1067.538,4721.1237
89,140,229,-11257.459119999996,,,6276.0358,793.088,-1872.0266,3762,11302.2148,5539.2291,-34.92999999999984,-4978.3172,-4152.2814,1104.4191,13570.4511,-9983.2561,-2894.0244,4444.4184
89,141,230,-9075.149120000002,,,4922.868,1664.8432,-677.9196,122,11198.9038,6012.5476,91.31844999999998,-5648.3823,-3818.4489,2975.8745,14123.7771,-9118.8382,-1699.9173999999998,3892.9309
89,142,231,-9965.300119999996,,,6146.8512,2338.5152,-2453.6351,450,11069.7192,6042.4239,222.8198500000001,-6317.7219,-3170.9767,1947.0425,14483.3425,-11012.8866,-3475.6329,3655.4921
89,143,232,-7850.7251199999955,,,4679.748,3207.8743,-1342.5322,119,10826.5993,6351.0361,204.665,-6918.4113,-2732.7056,3707.7131,14910.2876,-10215.1229,-2364.53,3345.286
89,144,233,-8650.410120000004,,,5917.7037,3818.627,-3026.0244,143,10597.4517,6477.8889,289.90105000000017,-7612.015,-2209.9906,2576.395,15350.4796,-12053.768,-4048.0222,3214.8682
89,145,234,-6748.151119999999,,,4538.1609,4502.3246,-2089.4348,44,10455.8646,6781.8383,349.21135000000004,,-1961.7659,4228.2364,15809.5819,-11367.8289,-3111.4326,2929.5101
89,146,235,-7517.1181199999955,,,5555.3525,5068.2594,-3773.0,62,10093.5134,6862.4403,351.6652999999999,,-1327.1161,3339.4064,16140.8344,,-4794.9978,2851.6694
89,147,236,-5534.596119999998,,,4207.4805,5887.0427,,72,9762.833,7198.0,320.3762999999999,,-868.0742,4965.7951,,,,2723.2474
89,148,237,-6140.39012,,,5272.0,6493.0,,,9480.0,,310.0,,-306.0,4065.0,,,,2675.0
90,118,208,,,,,,5927.1868,0.0031000000000000003,,1747.158,,14960.1076,,,1455.5139,5885.0824,4905.189,8202.0281
90,119,209,,,,8364.0,,7550.0,0.0025,,1655.0,,14537.0,,,1697.0,7378.0,6528.0022,8166.0
90,120,210,,,,10407.0,,5295.442,0.0157,18771.1566,2074.3369,,13616.6823,,,2246.3549,4912.3095,4273.4442,8068.9919
90,121,211,,,,8254.4428,,6732.9111,0.037,18661.0,2176.6538,325.2537500000003,13044.5263,,-8175.8296,2559.7862,6144.5865,5710.9133,7937.4924
90,122,212,,,,9836.828,,4811.2864,0.0317,18091.2707,2321.5699,286.2952500000006,12309.6489,-18012.6576,-9485.6366,2909.8944,3990.0453,3789.2886,7958.0367
90,123,213,-26074.75412,,,8062.0967,,5979.0781,0.146,17898.9247,2468.4634,294.52430000000004,11774.5502,-17547.7333,-7534.0866,3289.7045,5029.8992,4957.0803,7836.9514
90,124,214,-27044.22712,,623.0,9496.494,,4261.6599,0.1,17558.5907,2735.0689,473.8150999999998,10602.1912,-17030.5806,-8764.963,3684.2478,3060.4033,3239.6621,7827.1772
90,125,215,-24875.39612,,,7844.8162,-13967.8784,4890.8833,1.4,17341.3102,2800.8093,1142.4780500000002,8389.4388,-16609.7792,-6883.1037,4002.0659,3539.722,3868.8855,7664.6478
